Full Name,Name,Asset Id,Asset Type,[Business Term] has acronym [Acronym] > Name,[Business Term] has acronym [Acronym] > Full Name,[Business Term] has acronym [Acronym] > Asset Type,[Business Term] has acronym [Acronym] > Community,[Business Term] has acronym [Acronym] > Domain Type,[Business Term] has acronym [Acronym] > Domain,[Business Term] has acronym [Acronym] > Domain Id,[Business Term] has acronym [Acronym] > Asset Id,Definition,Status,Domain,Community,Domain Type,Domain Id
Programmable Function,PF,a3777c55-6f18-4be2-aa21-97d51254e924,Business Term,,,,,,,,,Programmable Function refers to a feature or capability that can be customized or configured to perform specific tasks or functions according to user-defined instructions or commands.,,,,,
Packet Forwarding Control Protocol,PFCP,b4e20faf-e435-4a7f-9501-2b6c29736fd3,Business Term,,,,,,,,,Packet Forwarding Control Protocol is a protocol used in telecommunications that is responsible for controlling the forwarding of data packets between network devices.,,,,,
Packet Flow Descriptor,PFD,943f1d89-d582-4743-8815-e458fd7dbd13,Business Term,,,,,,,,,"Packet Flow Descriptor is a term used in the field of telecommunications to refer to a detailed specification of the sequence, direction, and characteristics of data packets as they traverse a network. It provides a clear and concise description of how packets are transmitted, routed, and processed within the network infrastructure.",,,,,
Post Good Issue,PGI,01958150-4f32-726e-adf8-5d9ff3658074,Business Term,,,,,,,,,Post Good Issue is a task performed by warehouse teams and SAP that releases a device/material for shipment. This task triggers several downstream activities for other teams.,,,,,
Post Grad Unit,PGU,55d59472-f6c7-4c3b-9e55-a992747910f4,Business Term,,,,,,,,,A reference of time for when a class of new hire team members start taking calls in the contact centre for the first time.,,,,,
P-GW Control Plane Function,PGW-C,57c42764-3675-40ba-be17-28f585270a78,Business Term,,,,,,,,,"P-GW Control Plane Function refers to a specific function within telecommunications networks. It is responsible for controlling and managing various aspects related to the Packet Data Network (PDN) Gateway (P-GW). The control plane function handles tasks such as establishing and terminating connections, authentication and authorization of user sessions, as well as policy enforcement for Quality of Service (QoS) and traffic routing.",,,,,
P-GW User Plane Function,PGW-U,a75af627-f945-4667-a0db-bfa47874925e,Business Term,,,,,,,,,"P-GW User Plane Function refers to a component in telecommunications that is responsible for handling the user data traffic between the mobile device and the external networks. It plays a crucial role in routing, forwarding, and processing the data packets without involving the control plane functions.",,,,,
Power Headroom,PH,df535681-dbd6-4416-ab35-21629a83bf3f,Business Term,,,,,,,,,Power Headroom in the context of Telecommunications refers to the available margin or capacity of power within a communication system. It represents the difference between the maximum power level that a user equipment (UE) can transmit and the actual power that is being used.,,,,,
Personal Health Information,PHI,38bd9540-c8e1-4d71-abb3-3b2d9537d66f,Business Term,,,,,,,,,Personal health information refers to information that a healthcare professional collects to identify an individual and determine appropriate care. This would include information such as: Claims information Diagnostic results Health Care Number Health history Health info and benefits Medical records Prescription information Treatment information,,,,,
Personal Health Information Protection Act,PHIPA,19c1bf28-6dd2-4ed9-aeac-974704eeb6e2,Business Term,,,,,,,,,"Personal Health Information Protection Act refers to a legislation that governs the protection and privacy of personal health information within the context of healthcare. It establishes guidelines and regulations that healthcare providers must adhere to in order to safeguard the confidentiality and security of individuals' health data. This act ensures that personal health information is handled and shared appropriately, protecting the rights and privacy of patients.",,,,,
Power Headroom Report,PHR,0581796e-8e52-4466-a0a7-824fb061ebb5,Business Term,,,,,,,,,"Power Headroom Report is a term used in telecommunications to refer to a report that provides information about the difference between the maximum transmit power capability of a device or system and the actual power being used. It helps in determining the available power reserve, which can be essential for maintaining a reliable and efficient communication network.",,,,,
Physical Layer,PHY,cd4ddfec-dbb6-4969-9813-38da5734192c,Business Term,,,,,,,,,"Physical Layer is the lowest level of the OSI (Open Systems Interconnection) model and refers to the actual hardware and transmission medium used in a network. It is responsible for the physical transmission of data between network devices, without considering the content or structure of the data.",,,,,
Personal Information,PI,3e469a8e-3071-40af-892a-0c9f52c04d48,Business Term,,,,,,,,,"Any information about an identifiable individual. An individual is “Identifiable” where it is reasonably possible for the individual to be identified by that information alone or in combination with other available information. Personal information can be in any medium - verbal, electronic, written, video, recording, images. Personal health information is always considered to be sensitive personal information, as are certain other types of personal information such as banking and credit information, government issued identification numbers such as drivers’ license, health, or social insurance numbers. Sourced from 2019 THPS data stewardship working session: Any information, directly or indirectly, about or related to an identifiable person (employee, customer, partner, ...). Personal Information Is any information whether available on hard copy or electronic, that would identify a specific individual.",,,,,
Privacy Impact Assessment,PIA,6516a464-15ac-4445-b8a7-d34d9cffaa77,Business Term,,,,,,,,,The Privacy Impact Assessment is an auditable tool designed to help team members to identify and appropriately mitigate the privacy and security risks associated with their project.,,,,,
Primary Interexchange Carrier,PIC,17a44b08-d9f2-4e2e-970e-341d3d90bbf1,Business Term,,,,,,,,,"The interexchange carrier designated by a voice wireline subscriber to provide direct-dial long distance services on that line; sometimes used as a verb (""to PIC"") or adjective (""a PICed provider""). When a subscriber wishes to place a voice wireline long distance call using a non-PICed provider, the subscriber must dial around to access the non-PICed providers network. Sometimes referred to as preselection or presubscription. French: EIB (entreprise intercirconscription de base).",,,,,
Paging Indication Channel,PICH,9c563d8e-f60d-4cfa-bf2b-7ac32f8f6296,Business Term,,,,,,,,,Paging Indication Channel refers to a channel in telecommunications that is used to indicate the presence of incoming messages or calls for a specific device.,,,,,
Personally Identifiable Information,PII,9fb5e5c7-5117-452e-9e4b-88150bd70a00,Business Term,,,,,,,,,"Personally Identifiable Information refers to any information that can be used to identify an individual. It typically includes details such as name, social security number, address, date of birth, and contact information. This type of information is sensitive and should be protected to ensure privacy and security.",,,,,
Purchasing and Inventory Management,PIM,42f97ba4-da07-4ed0-bb5e-3b0f2d760fac,Business Term,,,,,,,,,"Purchasing and Inventory Management in the context of Telecommunications refers to the systematic process of acquiring telecommunications equipment, devices, and materials necessary for operational activities, as well as efficiently tracking and managing the stock of these items.",,,,,
Personal Information Protection and Electronic Documents Act,PIPEDA,2d6545d5-f517-45ac-ab88-54fe329654d3,Business Term,,,,,,,,,"Personal Information Protection and Electronic Documents Act is a legislation that pertains to privacy and security. It sets out rules and regulations for the collection, use, and disclosure of personal information by private sector organizations in Canada. The act aims to establish guidelines that organizations must follow to protect the privacy of individuals and ensure the secure handling of their personal information.",,,,,
